Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius
1409839,Nymphaea ampla (Salisb.) DC.,Nymphaeaceae,More often than Every week,20,38,Full sun,41
1409918,Phyllanthus epiphyllanthus L.,Phyllanthaceae,,,,,15
1409919,Phyllanthus mimosoides Sw.,Phyllanthaceae,,,,,38
1409932,Pilosocereus royeni (L.) Byles & G. Rowley,Cactaceae,More often than Every 3 weeks,20,38,Full sun,44
1410024,Selenicereus anthonyanus (Alexander) D.Hunt,Cactaceae,More often than Every 2 weeks,20,38,Partial sun,55
1410025,Selenicereus grandiflorus (L.) Britton & Rose,Cactaceae,,,,,42
1410147,Zamia pumila L.,Zamiaceae,More often than Every 1-2 weeks,20,38,Full sun,40
1410168,Acalypha aristata Kunth,Euphorbiaceae,,,,,34
1411423,Chamerion latifolium (L.) Holub,Onagraceae,,,,,55
1411462,Cirsium discolor (Muhl. ex Willd.) Spreng.,Asteraceae,More often than Every week,20,35,Full sun,58
1411466,Cirsium foliosum (Hook.) DC.,Asteraceae,,,,,48
1411469,Cirsium muticum Michx.,Asteraceae,More often than Every week,20,35,Full sun,51
1411472,Cirsium undulatum (Nutt.) Spreng.,Asteraceae,More often than Every week,20,35,Full sun,56
1411520,Comptonia peregrina (L.) J.M. Coult.,Myricaceae,More often than Every 1-2 weeks,0,25,Partial sun,52
1411524,Conoclinium coelestinum (L.) DC.,Asteraceae,More often than Every week,5,35,Full sun,51
1411687,Dalea purpurea Vent.,Fabaceae,More often than Every week,0,32,Full sun,49
1411700,Daucus pusillus Michx.,Apiaceae,More often than Every week,20,35,Full sun,55
1411760,Diervilla lonicera Mill.,Caprifoliaceae,More often than Every week,0,32,Partial sun,46
1411827,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteridaceae,More often than Every week,10,32,Partial sun,45
1411829,Dryopteris cristata (L.) A. Gray,Dryopteridaceae,More often than Every week,0,32,Partial sun,56
1411832,Dryopteris intermedia (Muhl. ex Willd.) A. Gray,Dryopteridaceae,More often than Every week,0,25,Partial sun,58
1411833,Dryopteris marginalis (L.) A. Gray,Dryopteridaceae,More often than Every week,5,35,Partial sun,55
1411834,Duchesnea indica (Andrews) Teschem.,Rosaceae,,,,,20
1411925,Epipactis gigantea Douglas ex Hook.,Orchidaceae,More often than Every week,5,32,Partial sun,57
1412311,Hypericum kalmianum L.,Hypericaceae,More often than Every 1-2 weeks,10,35,Full sun,56
1412313,Hypericum prolificum L.,Hypericaceae,More often than Every 2 weeks,5,35,Full sun,53
1412314,Hypericum punctatum Lam.,Hypericaceae,More often than Every week,0,35,Partial sun,58
1412337,Anemone canadensis L.,Ranunculaceae,,,,,11
1412344,Iva frutescens L.,Asteraceae,More often than Every week,5,35,Full sun,40
1412368,Anemone multifida Poir.,Ranunculaceae,More often than Every 1-2 weeks,0,32,Partial sun,42
1412410,Anemone virginiana L.,Ranunculaceae,More often than Every week,0,32,Partial sun,53
1412412,Lactuca biennis (Moench) Fernald,Asteraceae,More often than Every week,20,35,Full sun,54
1412413,Lactuca canadensis L.,Asteraceae,More often than Every week,20,38,Full sun,48
1412418,Lamium maculatum L.,Lamiaceae,More often than Every week,20,35,Partial sun,53
1412444,Leersia virginica Willd.,Poaceae,More often than Every week,0,38,Partial sun,48
1412445,Angelica lucida L.,Apiaceae,More often than Every week,5,25,Partial sun,58
1412595,Lupinus argenteus Pursh,Fabaceae,More often than Every week,20,38,Full sun,54
1412596,Lupinus bicolor Lindl.,Fabaceae,More often than Every week,20,35,Full sun,40
1412659,Maianthemum canadense Desf.,Asparagaceae,More often than Every 2 weeks,5,32,Partial sun,46
1412661,Maianthemum racemosum (L.) Link,Asparagaceae,More often than Every week,0,35,Partial sun,40
1412662,Maianthemum stellatum (L.) Link,Asparagaceae,More often than Every 1-2 weeks,0,32,Full shade,47
1412663,Maianthemum trifolium (L.) Sloboda,Asparagaceae,More often than Every week,0,32,Partial sun,42
1412697,Mertensia maritima (L.) Gray,Boraginaceae,More often than Every week,0,32,Full sun,55
1412698,Mertensia paniculata (Aiton) G. Don,Boraginaceae,More often than Every week,5,32,Partial sun,37
1412699,Mertensia virginica (L.) Pers. ex Link,Boraginaceae,More often than Every week,0,35,Partial sun,59
1412740,Mitella diphylla L.,Saxifragaceae,More often than Every week,0,32,Partial sun,54
1412745,Moehringia lateriflora (L.) Fenzl,Caryophyllaceae,More often than Every week,0,32,Full sun,40
1412831,Nymphaea mexicana Zucc.,Nymphaeaceae,More often than Every week,5,35,Full sun,57
1412833,Nymphaea odorata Aiton,Nymphaeaceae,More often than Every week,5,38,Full sun,42
1412834,Nymphaea tetragona Georgi,Nymphaeaceae,More often than Every week,5,35,Full sun,43
1412888,Osmunda cinnamomea L.,Osmundaceae,,,,,33
1412889,Osmunda claytoniana L.,Osmundaceae,,,,,11
1412946,Papaver nudicaule L.,Papaveraceae,More often than Every week,20,35,Full sun,50
1412992,Aralia hispida Vent.,Araliaceae,More often than Every week,0,32,Full sun,38
1413002,Aralia nudicaulis L.,Araliaceae,More often than Every week,5,35,Full sun,35
1413013,Aralia racemosa L.,Araliaceae,More often than Every week,5,32,Full sun,34
1413391,Pyracantha coccinea M. Roem.,Rosaceae,More often than Every 1-2 weeks,10,35,Full sun,54
1413751,Sedum divergens S. Watson,Crassulaceae,More often than Every week,5,35,Full sun,54
1413752,Sedum lanceolatum Torr.,Crassulaceae,More often than Every week,5,35,Full sun,43
1413753,Sedum oreganum Nutt.,Crassulaceae,More often than Every 2-3 weeks,5,35,Full sun,49
1413755,Sedum spathulifolium Hook.,Crassulaceae,More often than Every 3 weeks,5,35,Full sun,54
1413757,Sedum ternatum Michx.,Crassulaceae,More often than Every 2-3 weeks,5,35,Full sun,48
1413832,Smilax herbacea L.,Smilacaceae,More often than Every week,20,35,Full sun,36
1413835,Smilax tamnoides L.,Smilacaceae,More often than Every 3 weeks,5,35,Partial sun,54
1414057,Tradescantia occidentalis (Britton) Smyth,Commelinaceae,More often than Every week,5,35,Full sun,50
1414058,Tradescantia ohiensis Raf.,Commelinaceae,More often than Every week,20,35,Full sun,57
1414272,Balsamorhiza sagittata (Pursh) Nutt.,Asteraceae,More often than Every week,5,32,Full sun,48
1414275,Barbarea orthoceras Ledeb.,Brassicaceae,More often than Every week,20,35,Full sun,42
1414276,Barbarea vulgaris W.T. Aiton,Brassicaceae,More often than Every week,20,35,Full sun,47
1414397,Calochortus macrocarpus Douglas,Liliaceae,More often than Every week,0,32,Full sun,48
1414746,Entada phaseoloides (L.) Merr.,Fabaceae,More often than Every 3 weeks,20,38,Full sun,59
1414808,Cerbera manghas L.,Apocynaceae,More often than Every 2 weeks,20,35,Full sun,35
1414903,Hernandia cordigera Vieill.,Hernandiaceae,,,,,38
1414924,Acacia simplex (Sparman) Pedley,Fabaceae,,,,,6
1415584,Dubouzetia confusa Guillaumin & Virot,Elaeocarpaceae,,,,,41
1415593,Dubouzetia campanulata Pancher ex Brongn. & Gris,Elaeocarpaceae,,,,,16
1415911,Acacia spirorbis Labill.,Fabaceae,,,,,42
1416420,Atractocarpus platyxylon (Vieill. ex Pancher & Sebert) Guillaumin,Rubiaceae,,,,,59
1416509,Nepenthes vieillardii Hook. f.,Nepenthaceae,More often than Twice per week,0,38,Full sun,48
1417117,Dendrobium closterium Rchb.f.,Orchidaceae,,,,,44
1417506,Dracophyllum verticillatum Labill.,Ericaceae,More often than Every week,,,Full sun,49
1417546,Schefflera spp.,Araliaceae,,,,,31
1417900,Tagetes lucida Cav.,Asteraceae,More often than Every week,20,38,Full sun,56
1417916,Anisocampium niponicum (Mett.) Y.C.Liu - W.L. Chiou & M. Kato,Athyriaceae,More often than Every week,5,35,Partial sun,49
1418033,Mertensia ciliata (James ex Torr.) G. Don,Boraginaceae,More often than Every week,5,32,Partial sun,35
1418061,Lithops fulviceps N.E.Br.,Aizoaceae,,,,,36
1418084,Lithops karasmontana N.E.Br.,Aizoaceae,,,,,39
1418102,Lithops marmorata N.E.Br.,Aizoaceae,,,,,38
1418140,Lithops pseudotruncatella N.E.Br.,Aizoaceae,More often than Every 3 weeks,20,38,Full sun,47
1418146,Fittonia albivenis (Lindl. ex Veitch) Brummitt,Acanthaceae,More often than Every week,20,38,Partial sun,45
1418191,Lithops spp.,Aizoaceae,,,,,15
1418192,Cereus hildmannianus K.Schum.,Cactaceae,More often than Every 3 weeks,20,38,Full sun,47
1418295,Neobuxbaumia polylopha (DC.) Backeb.,Cactaceae,More often than Every 3 weeks,20,38,Full sun,55
1418345,Calycanthus occidentalis Hook. & Arn.,Calycanthaceae,More often than Every 1-2 weeks,5,35,Partial sun,57
1418475,Tradescantia subaspera Ker Gawl.,Commelinaceae,More often than Every week,5,35,Partial sun,36
1418545,Sedum kamtschaticum Fisch.,Crassulaceae,More often than Every 2 weeks,5,35,Full sun,36
1418546,Sedum lineare Thunb.,Crassulaceae,More often than Every 3 weeks,15,38,Full sun,39
1418547,Sedum morganianum E.Walther,Crassulaceae,More often than Every 3 weeks,20,38,Full sun,50
1418563,Cucurbita foetidissima Kunth,Cucurbitaceae,More often than Every week,20,38,Full sun,51
1418576,Eucryphia cordifolia Cav.,Eucryphiaceae,,,,,23
1418653,Dryopteris cycadina (Franch. & Sav.) C. Chr.,Dryopteridaceae,More often than Twice per week,20,38,Full shade,58
1418655,Dryopteris erythrosora (D.C. Eaton) Kuntze,Dryopteridaceae,More often than Twice per week,5,35,Partial sun,54
1418659,Dryopteris sieboldii (T. Moore) Kuntze,Dryopteridaceae,,,,,52
1418665,Rumohra adiantiformis (G. Forst.) Ching,Dryopteridaceae,More often than Every week,20,38,Partial sun,43
1418732,Oxydendrum arboreum (L.) DC.,Ericaceae,More often than Every 1-2 weeks,5,35,Full sun,41
1418984,Lupinus albifrons Benth.,Fabaceae,More often than Every week,15,35,Full sun,45
1419077,Lycoris radiata (L'H̩r.) Herb.,Amaryllidaceae,More often than Every 1-2 weeks,15,35,Partial sun,49
1419086,Garrya elliptica Douglas ex Lindl.,Garryaceae,More often than Every 2 weeks,15,35,Full sun,41
1419091,Lycoris squamigera Maxim.,Amaryllidaceae,More often than Every week,5,35,Full sun,48
1419112,Pelargonium crispum (P.J. Bergius) L'H̩r.,Geraniaceae,More often than Every week,15,38,Full sun,40
1419115,Pelargonium x hortorum L.H. Bailey,Geraniaceae,,,,,9
1419173,Loropetalum chinense (R. Br.) Oliv.,Hamamelidaceae,More often than Every 1-2 weeks,15,35,Full sun,43
1419197,Hypericum frondosum Michx.,Hypericaceae,More often than Every 1-2 weeks,10,35,Full sun,58
1419334,Liriope muscari (Decne.) L.H.Bailey,Asparagaceae,More often than Every week,20,38,Partial sun,56
1419352,Limnanthes douglasii R. Br.,Limnanthaceae,More often than Every week,20,35,Full sun,48
1419595,Nothofagus alpina (Poepp. & Endl.) Oerst.,Nothofagaceae,,,,,5
1419598,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagaceae,More often than Every week,15,32,Full sun,52
1419612,Abeliophyllum distichum Nakai,Oleaceae,More often than Every week,5,32,Full sun,54
1419713,Dendrobium aphyllum (Roxb.) C.E.C.Fisch.,Orchidaceae,More often than Every week,20,38,Partial sun,56
1419720,Dendrobium spp.,Orchidaceae,,,,,7
1419807,Vanilla planifolia Jacks. ex Andrews,Orchidaceae,More often than Every week,20,38,Partial sun,47
1419864,Heteromorpha arborescens (Spreng.) Cham. & Schltdl.,Apiaceae,,,,,14
1419874,Lapageria rosea Ruiz & Pav.,Philesiaceae,More often than Every week,15,38,Partial sun,38
1419923,Peperomia argyreia (Hook.f.) E.Morren,Piperaceae,More often than Every week,20,38,Full shade,53
1419924,Peperomia dolabriformis Kunth,Piperaceae,More often than Every 3 weeks,20,38,Partial sun,46
1419942,Hebe franciscana (Eastw.) Souster,Plantaginaceae,,,,,44
1419949,Maurandya barclayana Lindl.,Plantaginaceae,,,,,59
1420092,Sasa palmata (Burb.) E.G.Camus,Poaceae,More often than Every 1-2 weeks,,,Full sun,16
1420288,Anemone patens L.,Ranunculaceae,,,,,3
1420364,Fragaria virginiana Mill.,Rosaceae,More often than Twice per week,5,35,Full sun,57
1420365,Fragaria x ananassa (Duchesne ex Weston) Duchesne ex Rozier,Rosaceae,More often than Twice per week,5,32,Full sun,43
1420496,Mussaenda philippica A.Rich.,Rubiaceae,More often than Every week,20,38,Full sun,53
1420544,Limonia acidissima Groff,Rutaceae,More often than Every 2 weeks,20,38,Full sun,54
1420653,Illicium floridanum J. Ellis,Schisandraceae,More often than Every 2 weeks,15,35,Partial sun,37
1420700,Browallia speciosa Hook.,Solanaceae,More often than Every week,20,35,Full sun,59
1420767,Alocasia cuprea K.Koch,Araceae,More often than Every week,20,38,Partial sun,39
1420781,Alocasia micholitziana Sander,Araceae,More often than Twice per week,20,38,Partial sun,47
1420787,Alocasia odora (Lindl.) K.Koch,Araceae,More often than Twice per week,20,35,Partial sun,43
1420792,Daphne odora Thunb.,Thymelaeaceae,More often than Every 1-2 weeks,15,35,Partial sun,40
1420795,Alocasia sanderiana W.Bull,Araceae,More often than Every week,20,38,Partial sun,44
1420796,Daphne tangutica Maxim.,Thymelaeaceae,More often than Every 2-3 weeks,5,35,Full sun,40
1420863,Kniphofia uvaria (L.) Oken,Xanthorrhoeaceae,More often than Every week,5,35,Full sun,38
1420896,Zamia furfuracea L.f. ex Aiton,Zamiaceae,More often than Every 1-2 weeks,20,38,Partial sun,48
1420929,Guaiacum sanctum L.,Zygophyllaceae,More often than Every 1-2 weeks,20,38,Full sun,40
1420931,Nepenthes spp.,Nepenthaceae,,,,,59
1421001,Pelargonium spp.,Geraniaceae,,,,,13
1421011,Pancratium maritimum L. L.,Amaryllidaceae,More often than Every week,15,35,Full sun,46
1421021,Sedum palmeri S. Watson,Crassulaceae,More often than Every 2-3 weeks,15,35,Full sun,35
1421026,Aphelandra sinclairiana Nees,Acanthaceae,,,,,58
1421107,Alocasia macrorrhizos (L.) G. Don,Araceae,More often than Every week,20,38,Partial sun,51
1421386,Acacia confusa Merr.,Fabaceae,More often than Every 2 weeks,20,38,Full sun,58
1421523,Acacia koaia Hillebr.,Fabaceae,More often than Every week,20,38,Full sun,46
1421628,Nephrolepis falcata (Cav.) C. Chr.,Lomariopsidaceae,More often than Twice per week,20,35,Partial sun,39
1422105,Tradescantia zebrina hort. ex Bosse,Commelinaceae,More often than Every week,20,38,Partial sun,45
1422636,Calodendrum capense (L.f.) Thunb.,Rutaceae,More often than Every 3 weeks,20,38,Full sun,56
1422712,Pelargonium grandiflorum Willd.,Geraniaceae,More often than Every week,15,38,Full sun,52
1422721,Hypericum revolutum Vahl,Hypericaceae,,,,,58
1423286,Schkuhria pinnata (Lam.) Kuntze ex Thell.,Asteraceae,More often than Every week,,,Full sun,4
1423469,Maytenus boaria Molina,Celastraceae,More often than Every 2-3 weeks,15,35,Full sun,44
1423633,Melampodium perfoliatum (Cav.) Kunth,Asteraceae,More often than Twice per week,,,,51
1423932,Hernandia nymphaeifolia (J.Presl) Kubitzki,Hernandiaceae,More often than Every 2 weeks,20,35,Full sun,55
1424003,Mazus pumilus (Burm.f.) Steenis,Phrymaceae,More often than Every week,20,35,Full sun,44
1424005,Melampodium divaricatum (Rich.) DC.,Asteraceae,More often than Every week,20,35,Full sun,56
1424377,Breynia vitis-idaea (Burm.f.) C.E.C.Fisch.,Phyllanthaceae,More often than Every 2-3 weeks,10,35,Full sun,56
1425433,Prosopis farcta (Banks & Sol.) J.F.Macbr.,Fabaceae,More often than Every 2-3 weeks,15,35,Full sun,45
1425899,Acacia farnesiana Willd.,Fabaceae,,,,,57
1427043,Freycinetia cumingiana Gaudich.,Pandanaceae,,,,,12
1427659,Crotalaria laburnifolia L.,Fabaceae,,,,,27
1427821,Dalbergia sissoo DC.,Fabaceae,More often than Every 2-3 weeks,20,38,Full sun,45
1428059,Dischidia nummularia R.Br.,Apocynaceae,More often than Every 2 weeks,20,38,Partial sun,58
1430280,Schefflera heptaphylla (L.) Frodin,Araliaceae,More often than Every 2 weeks,20,38,Partial sun,50
1430287,Schinopsis balansae Engl.,Anacardiaceae,,,,,8
1430515,Smilax china L.,Smilacaceae,More often than Every 3 weeks,5,35,Full sun,56
1431222,Barringtonia acutangula (L.) Gaertn.,Lecythidaceae,More often than Every 2 weeks,,,Full sun,4
1431925,Maerua triphylla A. Rich.,Capparaceae,,,,,21
1432545,Asystasia mysorensis (Roth) T.Anderson,Acanthaceae,,,,,13
1432783,Lactuca virosa Habl.,Asteraceae,More often than Every week,20,35,Full sun,52
1432786,Calendula arvensis M.Bieb.,Asteraceae,More often than Every week,20,35,Full sun,37
1432824,Herbertia lahue (Molina) Goldblatt,Iridaceae,More often than Every week,20,35,Partial sun,53
1433158,Hypericum hypericoides (L.) Crantz,Hypericaceae,More often than Every 3 weeks,10,35,Partial sun,42
1433176,Hypericum tetrapetalum Lam.,Hypericaceae,More often than Every week,10,35,Full sun,46
1433496,Keckiella cordifolia (Benth.) Straw,Plantaginaceae,More often than Every 2 weeks,15,35,Full sun,56
1434011,Liriope muscari (Decne.) L.H. Bailey,Asparagaceae,More often than Every week,20,38,Partial sun,50
1434232,Lupinus chamissonis Eschsch.,Fabaceae,More often than Every 2-3 weeks,15,35,Full sun,55
1434249,Lupinus diffusus Nutt.,Fabaceae,More often than Every week,20,38,Full sun,57
1434258,Lupinus formosus Greene,Fabaceae,More often than Every week,20,38,Full sun,52
1434267,Lupinus hirsutissimus Benth.,Fabaceae,More often than Every week,20,35,Full sun,52
1434320,Lupinus subcarnosus Hook.,Fabaceae,More often than Every week,20,38,Full sun,40
1434326,Lupinus texensis Hook.,Fabaceae,More often than Every week,20,35,Full sun,35
1434383,Lyonothamnus floribundus A. Gray,Rosaceae,More often than Every 2-3 weeks,,,Full sun,36
1434584,Mazus pumilus (Burm. f.) Steenis,Phrymaceae,More often than Every week,20,35,Full sun,59
1434594,Melampodium leucanthum Torr. & A. Gray,Asteraceae,More often than Every week,5,38,Full sun,55
1434712,Metasequoia glyptostroboides Hu & W.C. Cheng,Cupressaceae,More often than Every 1-2 weeks,5,35,Full sun,52
1435225,Aralia californica S. Watson,Araliaceae,More often than Every week,0,32,Partial sun,38
1435228,Nyctaginia capitata Choisy,Nyctaginaceae,More often than Every week,15,35,Full sun,54
1435260,Aralia spinosa L.,Araliaceae,More often than Every 1-2 weeks,5,35,Partial sun,35
1435709,Pelargonium panduriforme Eckl. & Zeyh.,Geraniaceae,More often than Every week,15,38,Full sun,55
1435714,Pelargonium zonale (L.) L'H̩r. ex Aiton,Geraniaceae,More often than Every week,20,38,Full sun,49
1436922,Prosopis glandulosa Torr.,Fabaceae,More often than Every 1-2 weeks,15,35,Full sun,36
1436923,Prosopis pubescens Benth.,Fabaceae,More often than Every 3 weeks,15,35,Full sun,55
1437724,Sagittaria montevidensis Cham. & Schltdl.,Alismataceae,More often than Twice per week,20,38,Full sun,40
1438033,Sedum albomarginatum R.T. Clausen,Crassulaceae,,,,,11
1438041,Sedum glaucophyllum R.T. Clausen,Crassulaceae,,,,,33
1438043,Sedum laxum (Britton) A. Berger,Crassulaceae,,,,,35
1438045,Sedum moranense Kunth,Crassulaceae,More often than Every 3 weeks,20,38,Full sun,40
1438049,Sedum niveum Davidson,Crassulaceae,,,,,27
1438052,Sedum obtusatum A. Gray,Crassulaceae,More often than Every week,5,35,Full sun,55
1438056,Sedum pulchellum Michx.,Crassulaceae,More often than Every 2-3 weeks,20,35,Full sun,41
1438352,Smilax bona-nox L.,Smilacaceae,More often than Every 3 weeks,5,38,Partial sun,43
1438354,Smilax glauca Walter,Smilacaceae,More often than Every week,5,35,Full sun,59
1438358,Smilax laurifolia L.,Smilacaceae,More often than Every week,15,35,Full sun,55
1438616,Stanleya pinnata (Pursh) Britton,Brassicaceae,More often than Every week,10,35,Full sun,57
1438868,Tagetes lemmonii A. Gray,Asteraceae,More often than Every 1-2 weeks,20,38,Full sun,46
1439145,Tradescantia crassifolia Cav.,Commelinaceae,More often than Every week,0,38,Full sun,40
1439703,Xylococcus bicolor Nutt.,Ericaceae,,,,,30
1440273,Brodiaea elegans Hoover,Asparagaceae,More often than Every week,15,35,Full sun,44
1440412,Calochortus eurycarpus S. Watson,Liliaceae,More often than Every week,0,32,Full sun,51
1440416,Calochortus gunnisonii S. Watson,Liliaceae,More often than Every week,0,32,Full sun,35
1440423,Calochortus leichtlinii Hook. f.,Liliaceae,More often than Every week,10,32,Full sun,34
